,rank,category,name,price,product_id,baby_product_link,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,attribute_list,recommends_list,count
596,597,434945,"IKEA 이케아 SAMLA 수납 박스, 투명",2600,1620541,https://www.coupang.com/vp/products/1620541?itemId=7067167&vendorItemId=3009428443&sourceType=CATEGORY&categoryId=434845,False,0,4.5,55.0,False,,0,"['용량: 5L', '재질: 폴리프로필렌(PP)', '정리함 형태: 박스형', '개폐방식: 오픈형', '투명 여부: 투명', '쿠팡상품번호: 1620541 - 7067167']",[],4.0
597,598,434945,"올리오 1+1 대용량 화이트블럭 리빙박스 90L, 그린",29900,4840772020,https://www.coupang.com/vp/products/4840772020?itemId=6256045880&vendorItemId=73551753056&sourceType=CATEGORY&categoryId=434845,False,38,5.0,2.0,False,올리오,0,"['개당 용량: 90L', '쿠팡상품번호: 4840772020 - 6256045880']",[],2.0
598,599,434945,"코멕스 정리의 신 네오박스 60 6L, 혼합 색상, 2개입",9390,2174543319,https://www.coupang.com/vp/products/2174543319?itemId=3699947630&vendorItemId=71685239943&sourceType=CATEGORY&categoryId=434845,True,46,5.0,3.0,True,코멕스,,"['단 수: 1단', '사이즈: 600(60L)', '개당 용량: 6L', '재질: 폴리프로필렌(PP)', '개폐방식: 뚜껑식', '쿠팡상품번호: 2174543319 - 3699947630']",[],3.0
599,600,434945,"코멧 홈 대용량 프리미엄 와이어 리빙박스 그레이, 66L, 2개입",13600,4340674317,https://www.coupang.com/vp/products/4340674317?itemId=5080600011&vendorItemId=72390254990&sourceType=CATEGORY&categoryId=434845,True,54,4.5,3.0,True,코멧,,"['색상: 그레이', '개폐방식: 지퍼식', '접이 가능여부: 접이식가능', '투명창여부: 투명창', '바퀴 유무: 바퀴없음', '쿠팡상품번호: 4340674317 - 5080600011']",[],3.0
600,601,434945,"SWC 언더베드 리빙박스 42L, 투명, 2개",27690,163980,https://www.coupang.com/vp/products/163980?itemId=302613&vendorItemId=3000211033&sourceType=CATEGORY&categoryId=434845,True,21,4.0,92.0,False,,0,"['용량: 42L', '개폐방식: 뚜껑식', '재질: 폴리프로필렌(PP)', '단 수: 1단', '정리함 형태: 박스형', '쿠팡상품번호: 163980 - 302613']",[],18.0
601,602,434945,"리빙박스 중 39X26CM, 랜덤발송, 1개",3000,136938430,https://www.coupang.com/vp/products/136938430?itemId=401187947&vendorItemId=3977510227&sourceType=CATEGORY&categoryId=434845,False,0,5.0,8.0,False,다이소,0,"['투명 여부: 반투명', '투명창여부: 투명창', '바퀴 유무: 바퀴없음', '쿠팡상품번호: 136938430 - 401187947']",[],4.0
602,603,434945,"다용도 접이식 멀티 폴딩박스 30L, 브라운, 2개",15450,4735469626,https://www.coupang.com/vp/products/4735469626?itemId=6009574240&vendorItemId=73307310573&sourceType=CATEGORY&categoryId=434845,True,0,2.5,2.0,False,,0,"['개당 용량: 30L', '접이 가능여부: 접이식가능', '쿠팡상품번호: 4735469626 - 6009574240']",[],2.0
604,605,434945,"노트케이스 017 땡땡이 정리함 100L, 네이비, 2개",19900,19147093,https://www.coupang.com/vp/products/19147093?itemId=76855587&vendorItemId=3129396189&sourceType=CATEGORY&categoryId=434845,True,33,4.0,236.0,False,,0,"['개당 용량: 100L', '재질: 폴리에스터(PE)', '개폐방식: 지퍼식', '투명 여부: 투명', '접이 가능여부: 접이식가능', '쿠팡상품번호: 19147093 - 76855587']",[],17.0
605,606,434945,"클라씨 펜트리수납 붙박이장 정리함 팬트리 침대 밑 박스바구니 아기옷 수건, 2번, 사이즈",4350,1147659642,https://www.coupang.com/vp/products/1147659642?itemId=2120318099&vendorItemId=70118924084&sourceType=CATEGORY&categoryId=434845,False,33,5.0,46.0,False,클라씨,"3,000",['쿠팡상품번호: 1147659642 - 2120318099'],[],42.0
606,607,434945,"비노 에코트리 프리미엄 리빙박스 60L, 아이보리, 2개",18780,2280978749,https://www.coupang.com/vp/products/2280978749?itemId=3917371851&vendorItemId=71901912764&sourceType=CATEGORY&categoryId=434845,True,0,4.5,40.0,False,,0,"['개당 용량: 60L', '정리함 형태: 박스형', '개폐방식: 지퍼형', '투명 여부: 투명', '바퀴 유무: 바퀴없음', '쿠팡상품번호: 2280978749 - 3917371851']",[],41.0
